,date,close,diff,open,high,low,volume
19,2020-08-18,378000,15500,371500,389500,367500,3032037
18,2020-08-19,376500,1500,384500,385000,372000,1359266
17,2020-08-20,364500,12000,376000,383000,359500,1686740
16,2020-08-21,370000,5500,370000,373500,362000,1021460
13,2020-08-24,380000,10000,374500,382500,367500,969648
12,2020-08-25,381000,1000,384500,385000,377000,887733
11,2020-08-26,392000,11000,380500,394000,378000,1351029
10,2020-08-27,410500,18500,396500,413000,396000,1981840
9,2020-08-28,405500,5000,413500,416000,400000,1506996
5,2020-08-31,407000,1500,410500,420500,401000,1629751
4,2020-09-01,401500,5500,413500,416000,400000,1100736
3,2020-09-02,412000,10500,405500,412500,401500,921655
2,2020-09-03,410000,2000,415500,416000,404000,739215
1,2020-09-04,402000,8000,390000,404500,389500,1160453
